CitizenID,Name,BirthDate,Nationality,Address,VotingStatus,PassportNumber,TaxID,MaritalStatus,CriminalRecord,EducationLevel,Income,ImmigrationYear
CIT_1572,Brian Oliver,05-10-1957,France,"PSC 2060, Box 5191, APO AA 35092",Unknown,INVALID_respond,TAX-1572-32,Divorced,Pending,High School,107777.0,1962.0
CIT_1573,Xavier Anderson,02-05-1978,India,"951 Jerry Crest Apt. 424; Lauraton; PW 09087,",Yes,U50513974,Unknown/None,Married,Unknown/None,Bachelors,71624.07,1951.0
CIT_1574,Megan Allison,30-05-1937,India,"31649 Charles Springs Apt. 806; Coxberg; HI 60858,",No,L85173984,TAX_1574_95,Divorced,Unknown/None,Bachelors,116506.91,Unknown/None
CIT_1575,Christopher Jackson,15-03-1986,India,"0739 Shelby Crossing Suite 155; Edwardsbury; WV 68794,",Yes,622998043,TAX-1575-89,Married,No,Doctorate,96120.82,Unknown/None
CIT_1576,John Wallace,05-07-2009,India,"8817 Lopez Mews, Lake Lori, IA 33434",Yes,INVALID_leave,TAX-1576-93,Single,Unknown/None,High School,38590.97,Unknown/None
CIT_1577,Curtis Garrison,04-12-1950,United States,"07369 Christopher Parks, Whitneyfort, VI 62576",No,G83128494,TAX-1577-06,Widowed,Unknown/None,High School,44374.04,Unknown/None
CIT_1578,Monica Franklin,02-09-1986,India,"24692 Jimenez Stravenue, Port Matthew, TX 86468",No,500390418,TAX-1578-09,Divorced,Pending,High School,77075.24,Unknown/None
CIT_1579,Amanda Roberts,14-02-2007,India,"130 Martin Summit, Fryebury, NV 48874",Unknown,P22663060,TAX-1579-03,Single,Unknown/None,Doctorate,20429.77,Unknown/None
CIT_1580,Jasmine Mendez,07-03-1939,India,"2594 Lisa Inlet Suite 531, Lake Ronald, IN 65237",No,182305908,TAX-1580-70,Unknown,No,Bachelors,54764.86,Unknown/None
CIT_1581,Jo Davidson,25-03-1973,France,"03582 Conner Union, Lake Michael, MA 53429",Yes,313113998,TAX-1581-52,Single,Pending,Doctorate,88379.94,Unknown/None
CIT_1582,Thomas Bates,06-11-2000,United States,"04893 Kirk Courts, Carlfort, MN 32497",Yes,INVALID_make,TAX-1582-36,Widowed,Pending,High School,69360.59,Unknown/None
CIT_018,Nancy Lopez,07-10-1973,India,"608 Ebony Parkways Suite 339, Medinatown, NM 65704",Yes,405938207,TAX-1583-32,Widowed,Unknown/None,High School,66148.21,Unknown/None
CIT_1584,John Pope,09-08-1986,India,"2298 Bowers Inlet Suite 086, North Michellefort, WV 63279",Unknown,677328732,TAX-1584-07,Divorced,Unknown/None,Masters,15505.27,Unknown/None
CIT_1585,Ryan Harris,17-03-1986,India,"9598 James Terrace, East Timothyville, OR 06116",No,Q94864460,TAX_1585_80,Divorced,No,Doctorate,110950.89,Unknown/None
CIT_064,Aaron Ford,17-06-1947,India,"831 Blake Views Apt. 273, Jesseside, NM 32156",Yes,808528452,TAX-1586-17,Unknown,Unknown/None,High School,69023.74,Unknown/None
CIT_1587,Eric Stafford,12-04-1995,France,"2772 Wolfe Ramp, Hernandezview, KS 94632",Yes,793801187,TAX-1587-05,Married,Pending,PhD,121723.88,1958.0
CIT_1588,Amber Gillespie,15-03-1975,France,"USNS Harper; FPO AE 35793,",No,C42298371,TAX-1588-16,Single,Unknown/None,Bachelors,131854.34,1972.0
CIT_1589,Charles Carlson,10-07-1943,India,"50364 Rojas Tunnel Apt. 361; South Davidland; HI 04378,",Yes,129920695,Unknown/None,Unknown,Pending,High School,108181.45,Unknown/None
CIT_1590,Elizabeth Perry,17-11-1944,United States,"7447 Tyler Vista Apt. 943, Michaelfort, ME 52920",Unknown,935102799,Unknown/None,Single,No,PhD,128841.47,Unknown/None
CIT_1591,Alice Davis,08-06-1978,India,"402 Darryl Freeway; North Jessica; NE 32146,",Yes,706664543,TAX-1591-54,Unknown,No,PhD,26081.07,Unknown/None
CIT_1592,Cassandra Harper Md,16-12-2001,United States,"415 Johnson Villages, East Kaylaborough, NH 20530",Unknown,E91630259,TAX-1592-58,Unknown,No,Doctorate,119628.61,Unknown/None
CIT_1593,William Murray,29-06-1958,India,"73224 Deanna Ford Suite 243; West Streetephen; MD 26527,",No,O05112618,TAX_1593_54,Widowed,Unknown/None,Doctorate,48482.19,Unknown/None
CIT_1594,Ryan Nolan,21-02-1997,India,"09567 Tate Village Apt. 087, West Mark, WV 96909",Unknown,INVALID_most,TAX-1594-20,Single,Yes,Bachelors,81291.32,Unknown/None
CIT_1595,Ann Kelly,10-05-1943,France,"4560 Maria Shoal Suite 415, New Oscarmouth, CO 44359",No,X06287027,TAX-1595-87,Unknown,Yes,PhD,46850.66,1960.0
CIT_1596,Gregory Gardner,08-08-1964,India,"8846 Williams Curve Apt. 972, West Renee, OR 49963",Unknown,272110913,TAX_1596_11,Single,Unknown/None,High School,12351.54,Unknown/None
CIT_1597,Michael Butler,04-02-1937,United States,"5150 Garcia Prairie Apt. 621, Boyletown, IN 34515",Yes,V80159375,TAX-1597-96,Divorced,Unknown/None,Doctorate,119414.12,Unknown/None
CIT_1598,Elaine Graham,28-10-1997,India,"15139 Horne Junction; North Jennifermouth; MN 96510,",Yes,O47375724,Unknown/None,Single,Yes,Doctorate,74347.08,1980.0
CIT_1599,Ryan Glover,17-10-1934,United States,"28022 Luis Summit, East Kathleenmouth, WA 30774",No,INVALID_well,TAX-1599-14,Widowed,Yes,PhD,131871.4,Unknown/None
CIT_1600,Kyle Wyatt,Unknown/Invalid Format,India,"00916 Anderson Passage, Brianmouth, HI 78652",Yes,U63984289,TAX-1600-37,Single,No,Bachelors,11726.42,Unknown/None
CIT_1601,Raymond Li,16-10-2000,India,"2177 Lisa Ferry, Lake Javier, KY 47206",Yes,INVALID_these,TAX_1601_38,Single,No,Bachelors,-25941.0,Unknown/None
CIT_1602,Joseph Jones,04-11-1947,France,"81081 Dodson Camp, North Marissafurt, MP 04591",Yes,302394788,TAX_1602_86,Unknown,No,Doctorate,36011.72,1962.0
CIT_1603,Rebecca Montgomery,25-12-1963,France,"1806 Steele Light, East Laura, VT 24081",Yes,544602920,TAX-1603-81,Divorced,Pending,PhD,139695.17,Unknown/None
CIT_1604,Matthew Mccormick,09-05-1966,India,"6734 Eric Manor Apt. 428, North Michelle, HI 35024",Yes,944927601,Unknown/None,Single,No,PhD,96719.81,Unknown/None
CIT_1605,Amanda Thompson,16-10-1938,France,"775 Anderson Plaza, Scottshire, PR 43326",Yes,183395252,TAX_1605_55,Widowed,Pending,Doctorate,99826.16,2018.0
CIT_1606,Frank Hall,17-08-1947,France,"78003 Harold Square Apt. 764, Lake Kayla, OK 82169",Yes,119893116,TAX_1606_78,Single,Yes,PhD,129137.63,Unknown/None
CIT_1607,Lisa Gentry,06-04-1957,France,"400 Lane Roads, Cordovaport, VI 87861",Unknown,286461727,TAX_1607_45,Unknown,Pending,High School,100882.63,1949.0
CIT_1608,Mary Pineda,07-04-1973,United States,"06169 Angela Fall Suite 039; South Davetown; NM 52149,",Yes,Q29389021,Unknown/None,Widowed,No,Doctorate,92910.14,Unknown/None
CIT_1609,Kelly Brady,16-10-1997,India,"73536 Higgins Ford, Hernandezhaven, TX 20280",Unknown,D21845450,Unknown/None,Single,No,Masters,148077.97,Unknown/None
CIT_1610,Lori Ellis,09-01-1943,France,"74030 Juarez Route Apt. 968; East Andrea; MN 77141,",Yes,322337755,TAX-1610-23,Single,Pending,High School,39285.55,1934.0
CIT_1611,Melanie Hall,21-12-1956,France,"9909 Emma Tunnel, West Patrick, MH 66128",No,N21620835,Unknown/None,Single,Pending,High School,70748.8,Unknown/None
CIT_048,Michael Chang,25-01-1964,India,"20914 Tanner Wells Suite 306, Jessicafurt, MO 68425",Yes,K97193914,TAX-1612-24,Divorced,Yes,PhD,96829.07,1951.0
CIT_1613,Ronald Gilbert,26-08-1973,France,"64963 West Mews; Port Christopher; WI 64299,",Yes,046574385,TAX-1613-10,Single,No,High School,47524.21,Unknown/None
CIT_1614,Dr. Jordan Anderson Jr.,11-11-1984,India,"0420 Natasha Pines, Loganberg, ND 89273",Unknown,019374632,TAX-1614-50,Widowed,No,PhD,-36773.0,Unknown/None
CIT_1615,Rhonda Miller,28-01-1990,India,"192 Ellis Motorway Apt. 430, North Natashaland, VT 52014",Yes,O73717340,TAX-1615-81,Divorced,Unknown/None,Doctorate,124038.47,Unknown/None
CIT_1616,Jonathan Garza,01-01-1961,France,"32734 Shea Plains Suite 486; West Dustinport; PR 00735,",Yes,U75974132,TAX-1616-42,Married,Unknown/None,Bachelors,29694.74,Unknown/None
CIT_1617,Michael Nunez,07-07-1976,United States,"Unit 6165 Box 1050; DPO AE 31901,",No,INVALID_lot,TAX-1617-90,Unknown,Yes,Bachelors,102616.44,Unknown/None
CIT_1618,Nathan Brooks,Unknown/Invalid Format,United States,"Unit 6530 Box 5914; DPO AA 80035,",Yes,T05052259,TAX_1618_43,Widowed,Unknown/None,Masters,74924.93,Unknown/None
CIT_1619,Brittany Allen,16-05-1978,India,"4940 Rebekah Bypass Suite 067; South Kathleen; FM 60151,",Yes,INVALID_soldier,TAX-1619-94,Widowed,Yes,High School,60837.4,1955.0
CIT_1620,Tony Powell,04-01-1953,United States,"42565 Kim Spring; Charlesland; VA 43200,",Yes,708144499,TAX-1620-93,Married,Unknown/None,High School,45986.56,Unknown/None
CIT_1621,Jennifer Montgomery,29-09-1998,France,"380 Ricky Orchard, West Christopher, OK 34377",No,G06664678,TAX_1621_76,Married,Pending,Bachelors,71825.55,Unknown/None
CIT_1622,Courtney Gordon,28-01-2023,United States,"7447 Christopher Coves, New Lisaland, VA 36830",Yes,873030478,TAX_1622_70,Married,Yes,High School,-66827.0,Unknown/None
CIT_1623,Samantha Avila,21-12-1947,India,"006 Jones Knoll, Terrimouth, IA 23427",Unknown,G83318594,TAX-1623-32,Single,Unknown/None,High School,26227.76,1963.0
CIT_1624,David Holland,14-06-1941,India,"21595 Stephanie Turnpike Suite 259, Lake Jonathanshire, LA 98995",No,797310086,TAX-1624-67,Widowed,Unknown/None,High School,31325.68,2010.0
CIT_1625,Sean Berg,07-08-1988,India,"USNS Cox; FPO AA 39219,",Unknown,INVALID_major,TAX-1625-58,Single,Yes,High School,17864.32,Unknown/None
CIT_1626,Angela Gonzalez,24-10-1955,United States,"637 Little Streetreets; Sheilatown; ME 64621,",Yes,065402157,Unknown/None,Single,Unknown/None,Bachelors,143636.73,Unknown/None
CIT_1627,Melissa Torres,11-03-1985,India,"4497 Kathryn Radial Apt. 894; Mosleyport; WY 94785,",Unknown,INVALID_adult,TAX-1627-17,Unknown,Pending,High School,86096.56,1962.0
CIT_1628,Joshua Moore,Unknown/Invalid Format,India,"804 Francis Port, Gilbertville, NC 83318",Yes,505720789,TAX-1628-93,Single,No,PhD,113091.33,Unknown/None
CIT_1629,Michelle Marshall,Unknown/Invalid Format,France,"50817 Smith Shores Suite 706; Darrelltown; FL 92904,",Yes,L43846249,TAX-1629-20,Divorced,Pending,Bachelors,49934.45,1998.0
CIT_1630,Christopher Kelly,10-03-1958,United States,"6456 James Locks, Bellmouth, WV 76800",No,368913562,TAX-1630-36,Unknown,No,PhD,94614.68,Unknown/None
CIT_1631,Michael Stokes,19-12-1942,India,"55773 Matthew Port Suite 831; East Jamesbury; KY 44279,",No,814171675,TAX-1631-94,Divorced,Unknown/None,Bachelors,67603.28,Unknown/None
CIT_1632,Paul Yang,11-03-1946,India,"112 Keith Route Apt. 018; Lake Ricky; ND 08721,",Yes,866552440,TAX-1632-48,Single,Unknown/None,High School,111051.78,Unknown/None
CIT_1633,Bruce Allen,12-11-1976,France,"73793 Laurie Summit; Sarahhaven; CO 55340,",Yes,G91357305,TAX-1633-82,Single,Yes,High School,65397.83,Unknown/None
CIT_1634,Nicole Schroeder,07-02-1937,India,"0413 Jackson Village; South Mariahstad; OR 08914,",Yes,303952129,Unknown/None,Single,Unknown/None,High School,34345.87,Unknown/None
CIT_1635,Louis Baker,08-07-1987,United States,"390 Matthew View Suite 998, Sandraberg, TN 41335",No,W65792348,TAX-1635-06,Unknown,Unknown/None,PhD,81901.79,Unknown/None
CIT_1636,Heather Hernandez,03-01-1955,India,"27956 Hampton Junction, Nicholashaven, PR 35809",Yes,D99412311,TAX-1636-64,Widowed,Pending,Doctorate,73936.18,1952.0
CIT_1637,Cheryl Green,22-10-1963,France,"769 Benson Canyon, East Victoria, PW 59093",No,I68705062,Unknown/None,Widowed,Pending,Doctorate,73856.82,2002.0
CIT_1638,Colleen Roberson,11-04-1989,United States,"3299 Joshua Gateway Suite 412; North Jack; PA 48040,",Unknown,N63260207,TAX-1638-84,Married,No,PhD,34518.73,Unknown/None
CIT_1639,Sharon Flores,30-10-1978,India,"5402 Mitchell Streetation; Raymondchester; NC 92102,",No,286301366,TAX-1639-04,Unknown,Unknown/None,PhD,90951.79,Unknown/None
CIT_1640,Christina Garcia,26-02-1947,United States,"9963 Kelly Crest Apt. 306, New Mandyborough, IA 35702",Yes,H59127208,TAX_1640_35,Single,Pending,Masters,27568.3,Unknown/None
CIT_1641,Sara Robinson,02-08-1946,United States,"06445 John Brooks Suite 708, Johnsonport, AZ 74406",Yes,INVALID_around,TAX-1641-55,Divorced,No,PhD,-58292.0,Unknown/None
CIT_065,John Knapp,26-09-1966,France,"4440 Ryan Roads Apt. 563, Bergershire, IA 23873",Unknown,162077489,TAX-1642-65,Unknown,Unknown/None,PhD,138841.15,1962.0
CIT_1643,Tony Morris,30-03-1953,France,"PSC 5470, Box 1497, APO AP 07205",No,888011512,TAX-1643-38,Divorced,Yes,High School,142163.45,1950.0
CIT_034,Breanna Knight,14-10-1970,France,"00032 Rodriguez Corner; Lindafurt; AR 13482,",No,INVALID_apply,TAX-1644-04,Divorced,Unknown/None,High School,65577.71,1967.0
CIT_1645,Brian Patterson,28-05-2006,United States,"691 Torres Mountains Suite 429, Courtneystad, LA 78160",Yes,477532451,TAX_1645_76,Single,Unknown/None,Masters,43544.25,Unknown/None
CIT_1646,Daniel Nolan,Unknown/Invalid Format,India,"21197 Crystal Path, Steventown, MS 17745",No,004786240,TAX-1646-65,Divorced,No,PhD,58737.03,Unknown/None
CIT_1647,Benjamin Young,14-10-1986,France,"3035 Regina Forges; Maysberg; AK 04783,",Yes,INVALID_current,TAX-1647-34,Unknown,Unknown/None,Doctorate,16414.03,Unknown/None
CIT_1648,Paul Barnett,23-03-1979,France,"454 Julia Run, Youngburgh, CA 52855",No,738154808,Unknown/None,Married,No,Doctorate,47474.93,Unknown/None
CIT_1649,Julie Flores,29-01-1942,United States,"29424 Mccall Trail, Port Sarah, ND 94208",Unknown,INVALID_pressure,Unknown/None,Single,Unknown/None,Doctorate,61541.45,Unknown/None
CIT_1650,Victor Lopez,10-10-1944,France,"468 Eric Fall Suite 998, Karenshire, ND 46447",Yes,W50115911,TAX-1650-75,Married,Unknown/None,Masters,29345.0,1940.0
CIT_1651,Leroy Mendez,18-06-1964,France,"656 Heather Islands, Arnoldburgh, VT 88258",Yes,325513349,TAX-1651-22,Divorced,No,PhD,87913.69,Unknown/None
CIT_1652,Veronica Brown,Unknown/Invalid Format,United States,"202 Edwards Terrace Apt. 107, Port Yvetteport, NJ 74251",Unknown,F54358926,TAX-1652-30,Widowed,No,Masters,83034.37,Unknown/None
CIT_1653,Jessica Anderson,03-10-1997,India,"64814 Kennedy Summit Apt. 423, East Tiffany, NY 07076",Yes,148815311,TAX-1653-29,Divorced,Pending,Masters,22780.34,Unknown/None
CIT_1654,Rachel Harris,11-06-1945,France,"71677 Samantha Loaf, West Cynthiamouth, NM 80524",No,283660776,TAX_1654_53,Single,Pending,High School,138743.01,Unknown/None
CIT_1655,Joshua Jones,03-01-2001,India,"USNV Palmer, FPO AE 39661",No,INVALID_organization,TAX-1655-44,Widowed,Yes,PhD,141015.13,Unknown/None
CIT_1656,Kristy Chang,09-07-2000,United States,"0025 Brandi Mount, Buchananville, MN 48852",No,Z52437268,TAX_1656_53,Single,No,High School,47105.58,Unknown/None
CIT_1657,Tamara Hubbard,06-04-1934,France,"26072 Ryan Streets Apt. 885, Port Susanbury, IL 78582",Yes,V97846740,TAX-1657-92,Divorced,No,Doctorate,82144.73,Unknown/None
CIT_1658,Christian Rodriguez,01-04-1960,France,"15921 Nicholas Gateway Apt. 484, Foxburgh, AS 10184",Yes,530822951,Unknown/None,Married,Pending,Masters,43292.88,1959.0
CIT_006,Justin Murphy,03-01-2000,India,"504 Martinez Skyway, East Williambury, NE 86060",Yes,T61022673,TAX-1659-13,Single,Unknown/None,PhD,56339.14,2016.0
CIT_1660,Jennifer Branch,20-09-1967,United States,"509 Patricia Ford; Mcculloughtown; KY 76512,",Yes,INVALID_them,TAX-1660-71,Single,Yes,High School,73574.38,Unknown/None
CIT_1661,Maria Pena,06-07-1971,India,"7029 Mann Divide Apt. 504, Port Daniellefort, PR 29842",Yes,821798890,TAX-1661-71,Unknown,Yes,High School,87907.16,Unknown/None
CIT_1662,Katrina Page,06-07-1976,United States,"013 Michelle Junction, Howardville, MD 93273",No,611406622,TAX-1662-47,Divorced,Yes,PhD,133345.14,Unknown/None
CIT_1663,Michael Davis,11-01-1934,India,"63626 Moore Burgs Apt. 129, South Hollyfurt, DC 58502",Unknown,I39167250,TAX-1663-39,Married,Yes,Bachelors,125115.87,Unknown/None
CIT_1664,Miss Robin Meyer Md,30-08-2001,United States,"09614 Kristen Squares, South Dennischester, AS 02655",Yes,D86333595,TAX-1664-63,Single,Unknown/None,Masters,56281.11,Unknown/None
CIT_1665,Yvette Preston,11-09-2006,France,"6566 Dawn Squares Suite 492, Velasquezton, VA 00541",No,303839123,TAX_1665_92,Single,Unknown/None,Doctorate,93971.81,Unknown/None
CIT_1666,Clinton Simon,10-02-1971,United States,"76629 Rodriguez Mountain Apt. 546, Jacksonmouth, MI 36160",Yes,N75883639,TAX-1666-47,Divorced,Unknown/None,Doctorate,142938.25,Unknown/None
CIT_1667,Mr. Matthew Bean Dds,29-12-1983,France,"9124 Martinez Branch Suite 508; Richardland; KS 93776,",Unknown,INVALID_chance,TAX_1667_98,Married,Pending,Masters,15264.08,Unknown/None
CIT_1668,April Farmer,28-03-1972,India,"898 Brandon Manor, East Stevenfort, PW 08333",Yes,A52440337,TAX-1668-41,Single,Unknown/None,Bachelors,36654.29,1980.0
CIT_1669,Melissa Chavez,02-04-1972,France,"PSC 4264, Box 5795, APO AA 98163",No,O66023871,TAX-1669-14,Unknown,Yes,Bachelors,124829.24,1966.0
CIT_1670,Sarah Murphy,03-09-1969,India,"1782 Jonathan Ports, Jenniferland, MA 99536",Yes,256444546,TAX_1670_26,Divorced,Unknown/None,High School,140717.8,1977.0
CIT_1671,Amanda Carroll,02-01-1967,India,"USS Alexander; FPO AE 62947,",Yes,L07403084,TAX_1671_32,Single,Yes,High School,62491.02,2017.0
CIT_1672,Wayne Williams,28-03-1997,India,"USNS Olson, FPO AE 91143",No,W04366032,TAX-1672-24,Widowed,No,High School,13017.93,Unknown/None
CIT_1673,Travis Stone,18-07-1938,France,"9142 Derek Fords Apt. 538; North Gabrielletown; NH 79713,",No,652640810,TAX_1673_16,Single,Pending,Masters,141132.13,Unknown/None
CIT_1674,Denise Gonzalez,13-06-1970,United States,"568 May Glen; Meyersfurt; DC 70731,",No,687125691,TAX-1674-39,Unknown,Pending,Doctorate,35581.6,Unknown/None
CIT_1675,David Hill,19-03-1998,France,"6386 Jennifer Drive; South Timothy; VI 37253,",Unknown,INVALID_seven,TAX_1675_54,Divorced,No,Masters,10471.35,Unknown/None
CIT_1676,Nicole Hawkins,18-05-1961,India,"6529 Palmer Spurs, West Markview, FL 98408",No,INVALID_hear,TAX-1676-20,Unknown,Unknown/None,High School,38636.52,Unknown/None
CIT_1677,Kurt Sweeney,17-06-1938,United States,"626 Leach Plaza Apt. 818, West James, MD 57617",Yes,E66801621,TAX-1677-84,Widowed,Yes,Bachelors,115255.03,Unknown/None
CIT_1678,Andrea Lee,14-08-1963,United States,"0689 Branch Highway Suite 686; Hortonton; NY 61270,",Yes,P44890938,Unknown/None,Unknown,Yes,Masters,93306.99,Unknown/None
CIT_1679,Todd George,30-07-1972,France,"94073 Hammond Lights Suite 792, South Anthonymouth, NJ 60669",Yes,INVALID_away,TAX_1679_14,Widowed,Unknown/None,Masters,71211.13,Unknown/None
CIT_1680,Kyle Gallagher,08-08-1949,France,"5927 Kelly Streetation Apt. 917; Rogermouth; PW 67063,",Yes,INVALID_produce,TAX-1680-91,Single,Unknown/None,Bachelors,92064.58,Unknown/None
CIT_1681,Karen Rocha,29-07-1997,France,"5314 Gomez Ways Apt. 989, Lake Randallfort, IN 63748",Yes,232259525,TAX-1681-25,Divorced,Pending,Doctorate,111427.93,2005.0
CIT_1682,Maria Green,Unknown/Invalid Format,India,"484 Brandon Row; Loganfurt; NC 70515,",No,INVALID_customer,TAX-1682-18,Unknown,Unknown/None,High School,100388.53,Unknown/None
CIT_1683,Kevin Robbins,24-11-1941,United States,"1864 Nicole Stream Apt. 272, West Vicki, KY 88626",Yes,K92792927,TAX-1683-38,Single,Pending,High School,12321.33,Unknown/None
CIT_1684,Jessica Edwards,04-10-1981,India,"9493 Joseph Cape Apt. 234, Lake Jessicamouth, LA 17105",Yes,533765221,TAX_1684_11,Widowed,No,PhD,117177.4,1985.0
CIT_1685,Dr. Lisa Hughes,26-07-1988,France,"193 Victoria Villages Apt. 612, North Devin, MO 26962",Yes,B59346750,TAX-1685-59,Divorced,Unknown/None,PhD,98944.43,2014.0
CIT_1686,Alexander Wolfe,31-12-1934,United States,"51257 Lin Islands Apt. 254, North Karenfort, UT 68745",No,615308032,TAX-1686-71,Divorced,Yes,High School,31534.96,Unknown/None
CIT_1687,Jonathan Wells,09-07-1962,France,"438 Steven Light, West Cynthiaville, VI 72663",No,L95094680,TAX-1687-01,Married,No,PhD,15208.15,Unknown/None
CIT_1688,Taylor Larson,19-02-1937,India,"5362 Kyle Highway, Lisamouth, OR 50718",Yes,847657446,TAX_1688_90,Single,Yes,High School,101607.54,Unknown/None
CIT_1689,Randy Mora,08-10-2001,France,"311 Erin Avenue Suite 568; Lake James; OK 84014,",No,X98579073,TAX-1689-28,Divorced,Yes,High School,47596.99,Unknown/None
CIT_1690,Dean Murray,08-02-1973,India,"419 Joshua Track Apt. 339; Lorimouth; IA 11240,",No,322643819,TAX-1690-83,Unknown,Pending,High School,51532.87,1955.0
CIT_1691,Tracy Wilson,20-12-1937,France,"811 Cheryl Summit Apt. 504, Michellechester, FL 69937",Yes,INVALID_then,Unknown/None,Single,Pending,Bachelors,136181.84,Unknown/None
CIT_1692,Matthew Bennett,01-10-1957,France,"313 Callahan Roads, Sparksbury, NJ 63934",Yes,V50300021,TAX-1692-92,Single,No,Bachelors,133894.0,2004.0
CIT_1693,Katrina Lewis,13-01-1957,United States,"28895 Jerry Street, East Jasonbury, MH 60615",Unknown,422499842,TAX_1693_62,Unknown,Pending,Masters,144669.74,Unknown/None
CIT_1694,Sabrina Barnett,24-03-1954,France,"693 Garza Keys Suite 633; North Tara; MD 39809,",Unknown,C19205461,TAX-1694-59,Single,Yes,High School,27048.87,1973.0
CIT_1695,Diane Lee,01-09-1948,France,"USCGC Fernandez; FPO AP 26938,",Yes,Z98839002,TAX-1695-12,Divorced,Pending,Bachelors,119438.2,1969.0
CIT_1696,Kelly Reed,01-06-1952,United States,"20350 Chelsea Light Suite 044; Melissaton; DE 12080,",Yes,271835501,TAX-1696-69,Unknown,Unknown/None,PhD,52859.39,Unknown/None
CIT_1697,Rebecca Scott,21-12-1937,India,"6413 Wells Road; Davidfurt; AL 45193,",Yes,E31809031,TAX-1697-98,Unknown,Unknown/None,Bachelors,137750.6,1930.0
CIT_1698,Gregory Diaz,18-10-1976,France,"08651 Decker Club Suite 073, Andrewtown, ND 76628",Yes,096110345,Unknown/None,Single,Unknown/None,High School,66900.84,1967.0
CIT_1699,Jennifer Mendoza,07-08-2002,France,"2952 Flowers Plains Apt. 015, Hansenborough, CA 06183",No,W81761433,TAX_1699_50,Single,Unknown/None,PhD,97963.23,Unknown/None
CIT_1700,Donna Cox,Unknown/Invalid Format,India,"5101 Thomas Glen Suite 179, North Andrew, PW 78144",Yes,J44371532,TAX_1700_78,Unknown,Unknown/None,PhD,80542.07,2021.0
CIT_1701,Erin Barrett,17-08-1974,United States,"845 Catherine Ports Apt. 561, Johnsonborough, MH 73981",Unknown,B33038260,TAX-1701-03,Single,Yes,High School,109212.45,Unknown/None
CIT_1702,Paul Schwartz,27-02-1959,United States,"Unit 8108 Box 7433; DPO AE 13838,",No,C65089609,TAX-1702-89,Single,Unknown/None,High School,32501.89,Unknown/None
CIT_1703,Randy Butler,11-04-1995,India,"4996 Jordan Walk, West Amanda, ND 67728",No,N02040126,TAX_1703_61,Single,No,High School,117208.19,Unknown/None
CIT_1704,Abigail Haley,12-05-1934,India,"639 David Trafficway Apt. 716, West Adrienne, DC 64085",Unknown,V32117467,TAX-1704-58,Married,No,High School,94576.61,Unknown/None
CIT_1705,Nicole Weaver,15-12-1939,India,"7335 Aaron Key Suite 371, Edwardchester, CA 71868",No,767209753,TAX_1705_60,Unknown,Unknown/None,Doctorate,21428.91,Unknown/None
CIT_1706,Gregory Martin,11-01-1936,United States,"285 Wells Springs; Watkinsville; VI 27282,",Yes,X51369949,TAX-1706-67,Widowed,Unknown/None,High School,101352.01,Unknown/None
CIT_1707,Hector Johnson,29-04-1970,France,"51155 Dustin Point, South Justinfort, NV 25616",Yes,G93067992,TAX-1707-21,Married,Unknown/None,High School,12570.16,1960.0
CIT_1708,Kevin Holland,27-06-1951,United States,"Unit 6800 Box 1611, DPO AP 88098",Yes,M06943208,Unknown/None,Single,Unknown/None,Masters,36125.8,Unknown/None
CIT_1709,Rachael Brown,27-04-1972,France,"582 Shannon Mission Suite 701, Christinefurt, KS 82493",Yes,S02896505,TAX-1709-39,Single,No,PhD,25058.95,2017.0
CIT_1710,Dawn Schmidt,29-08-1935,India,"39395 Cole Flats, Smithburgh, MS 60062",No,INVALID_example,Unknown/None,Single,Unknown/None,PhD,144321.85,Unknown/None
CIT_1711,Melissa Haney,17-02-1947,United States,"947 Brianna Cape Apt. 266, New Carmen, WI 77455",Unknown,061380694,TAX-1711-21,Single,Unknown/None,Masters,72408.39,Unknown/None
CIT_1712,Lisa Bridges,07-01-2004,United States,"49460 Lopez Stravenue, Lake Latoyahaven, DE 57633",No,O00890337,TAX_1712_07,Divorced,Yes,High School,11947.12,Unknown/None
CIT_1713,Courtney White,12-11-1977,India,"53885 Patricia Parkway Apt. 465, East Laurastad, VI 60697",No,853527334,TAX_1713_17,Divorced,Unknown/None,High School,37465.46,Unknown/None
CIT_1714,Nicholas Potter,04-06-1950,United States,"3937 Juan Forge, Timothyside, IA 29941",Unknown,U57877583,TAX-1714-65,Divorced,No,Doctorate,114245.08,Unknown/None
CIT_1715,Mikayla Dawson,08-02-1967,India,"22698 Bailey Fall, North Brianville, DE 10690",Yes,C63513256,TAX_1715_21,Divorced,No,High School,36261.47,1979.0
CIT_1716,David Contreras,27-02-1958,United States,"004 Anthony Ridge, North Catherine, ND 32580",Yes,617412870,TAX-1716-98,Married,Unknown/None,Masters,126148.61,Unknown/None
CIT_1717,Jill Roy,Unknown/Invalid Format,France,"9040 Anthony Inlet Suite 269; New Charles; MN 60683,",No,N11614735,TAX-1717-42,Single,Unknown/None,Masters,18805.26,Unknown/None
CIT_1718,Margaret Elliott,21-06-1958,India,"88523 Henry Tunnel Suite 139, Omarchester, AL 62730",No,J99322519,TAX-1718-24,Married,Pending,PhD,15481.49,Unknown/None
CIT_027,James Potter,13-08-1996,France,"67597 Brewer Meadows Suite 616, North Robertofurt, WI 27979",Yes,O23253090,TAX-1719-51,Widowed,No,Doctorate,140133.29,Unknown/None
